,Time.point,Date.collected,Treatment,plant.mass..g,Tank,spp,Density
1145,T2,12/6/21,burned,250,26,keratella,0
1146,T2,12/6/21,burned,250,26,bosmina,0
1147,T2,12/6/21,burned,250,26,ceriodaphnia,0
1148,T2,12/6/21,burned,250,26,daphnia,19.75
1149,T2,12/6/21,burned,250,26,mosquito,7.75
1150,T3,1/3/22,burned,250,26,calanoid,0
1151,T3,1/3/22,burned,250,26,cyclopoid,0.204918033
1152,T3,1/3/22,burned,250,26,nauplii,0.409836066
1153,T3,1/3/22,burned,250,26,chironomid,0
1154,T3,1/3/22,burned,250,26,keratella,0
1155,T3,1/3/22,burned,250,26,kellicottia,0
1156,T3,1/3/22,burned,250,26,asplanchna,0
1157,T3,1/3/22,burned,250,26,bosmina,0
1158,T3,1/3/22,burned,250,26,ceriodaphnia,0
1159,T3,1/3/22,burned,250,26,daphnia,10.24590164
1160,T3,1/3/22,burned,250,26,mosquito,1.024590164
1161,T3,1/3/22,burned,250,26,ephipium,0.614754098
1162,T3,1/3/22,burned,250,26,unknown 4,0.204918033
1163,T3,1/3/22,burned,250,26,unknown 1,0.204918033
1164,T3,1/3/22,burned,250,26,mayfly,0.204918033
1165,T4,2/1/22,burned,250,26,calanoid,0
1166,T4,2/1/22,burned,250,26,cyclopoid,0
1167,T4,2/1/22,burned,250,26,chironomid,0
1168,T4,2/1/22,burned,250,26,nauplii,1.400560224
1169,T4,2/1/22,burned,250,26,kellicottia,0
1170,T4,2/1/22,burned,250,26,keratella,0
1171,T4,2/1/22,burned,250,26,daphnia,13.7254902
1172,T4,2/1/22,burned,250,26,mosquito,0
1173,T4,2/1/22,burned,250,26,mayfly,0
1174,T0,11/3/21,unburned,5,27,cyclopoid,0
1175,T0,11/3/21,unburned,5,27,chironomid,0
1176,T0,11/3/21,unburned,5,27,bursted daphnia,0
1177,T0,11/3/21,unburned,5,27,keratella,0
1178,T0,11/3/21,unburned,5,27,caterpillars,0
1179,T0,11/3/21,unburned,5,27,nauplii,0
1180,T0,11/3/21,unburned,5,27,calanoid,0
1181,T0,11/3/21,unburned,5,27,daphnia,0.325732899
1182,T0,11/3/21,unburned,5,27,nauplii,0.325732899
1183,T0,11/3/21,unburned,5,27,chironomid,0
1184,T0,11/3/21,unburned,5,27,kellicottia,0
1185,T0,11/3/21,unburned,5,27,cyclopoid,0.325732899
1186,T0,11/3/21,unburned,5,27,kellicottia,1.302931596
1187,T0,11/3/21,unburned,5,27,calanoid,0
1188,T0,11/3/21,unburned,5,27,daphnia,0.325732899
1189,T0,11/3/21,unburned,5,27,ceriodaphnia,0
1190,T0,11/3/21,unburned,5,27,keratella,2.280130293
1191,T1,11/15/21,unburned,5,27,calanoid,0.25
1192,T1,11/15/21,unburned,5,27,cyclopoid,13.25
1193,T1,11/15/21,unburned,5,27,chironomid,0.25
1194,T1,11/15/21,unburned,5,27,nauplii,1.25
1195,T1,11/15/21,unburned,5,27,kellicottia,0
1196,T1,11/15/21,unburned,5,27,keratella,0
1197,T1,11/15/21,unburned,5,27,daphnia,1
1198,T2,12/6/21,unburned,5,27,calanoid,0.5
1199,T2,12/6/21,unburned,5,27,cyclopoid,0
1200,T2,12/6/21,unburned,5,27,nauplii,0
1201,T2,12/6/21,unburned,5,27,chironomid,0
1202,T2,12/6/21,unburned,5,27,keratella,0
1203,T2,12/6/21,unburned,5,27,kellicottia,0
1204,T2,12/6/21,unburned,5,27,asplanchna,0
1205,T2,12/6/21,unburned,5,27,bosmina,0
1206,T2,12/6/21,unburned,5,27,ceriodaphnia,0
1207,T2,12/6/21,unburned,5,27,daphnia,9.75
1208,T2,12/6/21,unburned,5,27,mosquito,0
1209,T2,12/6/21,unburned,5,27,ephipium,0.25
1210,T3,1/3/22,unburned,5,27,calanoid,0
1211,T3,1/3/22,unburned,5,27,cyclopoid,0
1212,T3,1/3/22,unburned,5,27,chironomid,0
1213,T3,1/3/22,unburned,5,27,nauplii,0.660792952
1214,T3,1/3/22,unburned,5,27,ephipium,0.660792952
1215,T3,1/3/22,unburned,5,27,keratella,0
1216,T3,1/3/22,unburned,5,27,bosmina,0
1217,T3,1/3/22,unburned,5,27,ceriodaphnia,0
1218,T3,1/3/22,unburned,5,27,daphnia,1.762114537
1219,T3,1/3/22,unburned,5,27,mosquito,0.440528634
1220,T4,2/1/22,unburned,5,27,calanoid,0
1221,T4,2/1/22,unburned,5,27,cyclopoid,0
1222,T4,2/1/22,unburned,5,27,chironomid,1.066666667
1223,T4,2/1/22,unburned,5,27,nauplii,0.533333333
1224,T4,2/1/22,unburned,5,27,ephipium,2.666666667
1225,T4,2/1/22,unburned,5,27,keratella,0
1226,T4,2/1/22,unburned,5,27,bosmina,0
1227,T4,2/1/22,unburned,5,27,ceriodaphnia,0
1228,T4,2/1/22,unburned,5,27,daphnia,0.266666667
1229,T4,2/1/22,unburned,5,27,mosquito,0.533333333
1230,T0,11/3/21,burned,300,28,cyclopoid,0.821917808
1231,T0,11/3/21,burned,300,28,chironomid,0
1232,T0,11/3/21,burned,300,28,nauplii,0
1233,T0,11/3/21,burned,300,28,kellicottia,0
1234,T0,11/3/21,burned,300,28,keratella,0
1235,T0,11/3/21,burned,300,28,caterpillars,0
1236,T0,11/3/21,burned,300,28,ceriodaphnia,0.273972603
1237,T0,11/3/21,burned,300,28,daphnia,0
1238,T0,11/3/21,burned,300,28,bursted daphnia,0.273972603
1239,T0,11/3/21,burned,300,28,calanoid,0
1240,T1,11/15/21,burned,300,28,calanoid,0
1241,T1,11/15/21,burned,300,28,cyclopoid,0.591715976
1242,T1,11/15/21,burned,300,28,chironomid,0
1243,T1,11/15/21,burned,300,28,nauplii,0
1244,T1,11/15/21,burned,300,28,kellicottia,0
1245,T1,11/15/21,burned,300,28,keratella,0
1246,T1,11/15/21,burned,300,28,daphnia,0.887573964
1247,T2,12/6/21,burned,300,28,calanoid,0
1248,T2,12/6/21,burned,300,28,cyclopoid,0
1249,T2,12/6/21,burned,300,28,chironomid,0
1250,T2,12/6/21,burned,300,28,nauplii,0
1251,T2,12/6/21,burned,300,28,kellicottia,0
1252,T2,12/6/21,burned,300,28,keratella,0
1253,T2,12/6/21,burned,300,28,daphnia,0.75
1254,T2,12/6/21,burned,300,28,mosquito,20
1255,T3,1/3/22,burned,300,28,calanoid,0
1256,T3,1/3/22,burned,300,28,cyclopoid,0.200803213
1257,T3,1/3/22,burned,300,28,chironomid,0
1258,T3,1/3/22,burned,300,28,nauplii,0
1259,T3,1/3/22,burned,300,28,kellicottia,0
1260,T3,1/3/22,burned,300,28,keratella,0
1261,T3,1/3/22,burned,300,28,daphnia,1.807228916
1262,T3,1/3/22,burned,300,28,mosquito,8.634538153
1263,T3,1/3/22,burned,300,28,mayfly,0
1264,T4,2/1/22,burned,300,28,calanoid,0
1265,T4,2/1/22,burned,300,28,cyclopoid,0.286532951
1266,T4,2/1/22,burned,300,28,chironomid,0.286532951
1267,T4,2/1/22,burned,300,28,nauplii,0
1268,T4,2/1/22,burned,300,28,ephipium,12.89398281
1269,T4,2/1/22,burned,300,28,keratella,0
1270,T4,2/1/22,burned,300,28,bosmina,0
1271,T4,2/1/22,burned,300,28,ceriodaphnia,0
1272,T4,2/1/22,burned,300,28,daphnia,12.89398281
1273,T4,2/1/22,burned,300,28,mosquito,2.578796562
1274,T0,11/3/21,unburned,0,29,NA,NA
1275,T1,11/15/21,unburned,0,29,calanoid,0
1276,T1,11/15/21,unburned,0,29,cyclopoid,1.80878553
1277,T1,11/15/21,unburned,0,29,chironomid,0
1278,T1,11/15/21,unburned,0,29,nauplii,0
1279,T1,11/15/21,unburned,0,29,kellicottia,0
1280,T1,11/15/21,unburned,0,29,keratella,0
1281,T1,11/15/21,unburned,0,29,daphnia,0.258397933
1282,T2,12/6/21,unburned,0,29,calanoid,0
1283,T2,12/6/21,unburned,0,29,cyclopoid,0
1284,T2,12/6/21,unburned,0,29,chironomid,0
1285,T2,12/6/21,unburned,0,29,nauplii,0
1286,T2,12/6/21,unburned,0,29,kellicottia,0
1287,T2,12/6/21,unburned,0,29,keratella,0
1288,T2,12/6/21,unburned,0,29,bosmina,0
1289,T2,12/6/21,unburned,0,29,ceriodaphnia,0
1290,T2,12/6/21,unburned,0,29,daphnia,1.5
1291,T2,12/6/21,unburned,0,29,mosquito,0
1292,T3,1/3/22,unburned,0,29,calanoid,0
1293,T3,1/3/22,unburned,0,29,cyclopoid,0
1294,T3,1/3/22,unburned,0,29,nauplii,0.573613767
1295,T3,1/3/22,unburned,0,29,chironomid,0
1296,T3,1/3/22,unburned,0,29,keratella,0
1297,T3,1/3/22,unburned,0,29,kellicottia,0
1298,T3,1/3/22,unburned,0,29,asplanchna,0
1299,T3,1/3/22,unburned,0,29,bosmina,0
1300,T3,1/3/22,unburned,0,29,ceriodaphnia,0
1301,T3,1/3/22,unburned,0,29,daphnia,3.632887189
1302,T3,1/3/22,unburned,0,29,mosquito,0.573613767
1303,T3,1/3/22,unburned,0,29,ephipium,0.956022945
1304,T4,2/1/22,unburned,0,29,calanoid,0
1305,T4,2/1/22,unburned,0,29,cyclopoid,0
1306,T4,2/1/22,unburned,0,29,nauplii,0
1307,T4,2/1/22,unburned,0,29,chironomid,0
1308,T4,2/1/22,unburned,0,29,keratella,0
1309,T4,2/1/22,unburned,0,29,kellicottia,0
1310,T4,2/1/22,unburned,0,29,asplanchna,0
1311,T4,2/1/22,unburned,0,29,bosmina,0
1312,T4,2/1/22,unburned,0,29,ceriodaphnia,0
1313,T4,2/1/22,unburned,0,29,daphnia,1.002506266
1314,T4,2/1/22,unburned,0,29,mosquito,0
1315,T4,2/1/22,unburned,0,29,ephipium,11.02756892
1316,T4,2/1/22,unburned,0,29,unknown 7,0.501253133
1317,T0,11/3/21,burned,400,30,calanoid,0
1318,T0,11/3/21,burned,400,30,chironomid,0
1319,T0,11/3/21,burned,400,30,chironomid,0
1320,T0,11/3/21,burned,400,30,cyclopoid,0
1321,T0,11/3/21,burned,400,30,nauplii,0.835654596
1322,T0,11/3/21,burned,400,30,keratella,0.835654596
1323,T0,11/3/21,burned,400,30,keratella,1.671309192
1324,T0,11/3/21,burned,400,30,nauplii,0.557103064
1325,T0,11/3/21,burned,400,30,daphnia,0
1326,T0,11/3/21,burned,400,30,cyclopoid,0.278551532
1327,T0,11/3/21,burned,400,30,calanoid,0
1328,T0,11/3/21,burned,400,30,kellicottia,0.557103064
1329,T0,11/3/21,burned,400,30,calanoid,0
1330,T0,11/3/21,burned,400,30,nauplii,0
1331,T0,11/3/21,burned,400,30,kellicottia,0
1332,T0,11/3/21,burned,400,30,cyclopoid,0
1333,T0,11/3/21,burned,400,30,chironomid,0
1334,T0,11/3/21,burned,400,30,asplanchna,0
1335,T0,11/3/21,burned,400,30,bosmina,0
1336,T0,11/3/21,burned,400,30,keratella,1.114206128
1337,T0,11/3/21,burned,400,30,kellicottia,0
1338,T0,11/3/21,burned,400,30,daphnia,0
1339,T0,11/3/21,burned,400,30,ceriodaphnia,0
1340,T1,11/15/21,burned,400,30,calanoid,0.341296928
1341,T1,11/15/21,burned,400,30,cyclopoid,0.682593857
1342,T1,11/15/21,burned,400,30,chironomid,0
1343,T1,11/15/21,burned,400,30,nauplii,0
1344,T1,11/15/21,burned,400,30,kellicottia,0
1345,T1,11/15/21,burned,400,30,keratella,0
1346,T1,11/15/21,burned,400,30,bosmina,0
1347,T1,11/15/21,burned,400,30,ceriodaphnia,0
1348,T1,11/15/21,burned,400,30,daphnia,0
1349,T1,11/15/21,burned,400,30,mosquito,2.04778157
1350,T2,12/6/21,burned,400,30,calanoid,0.25
1351,T2,12/6/21,burned,400,30,cyclopoid,0.25
1352,T2,12/6/21,burned,400,30,chironomid,0.5
1353,T2,12/6/21,burned,400,30,nauplii,0.25
1354,T2,12/6/21,burned,400,30,kellicottia,0
1355,T2,12/6/21,burned,400,30,keratella,0
1356,T2,12/6/21,burned,400,30,daphnia,0.25
1357,T2,12/6/21,burned,400,30,mosquito,2.75
1358,T3,1/3/22,burned,400,30,calanoid,0
1359,T3,1/3/22,burned,400,30,cyclopoid,0
1360,T3,1/3/22,burned,400,30,nauplii,0
1361,T3,1/3/22,burned,400,30,chironomid,0
1362,T3,1/3/22,burned,400,30,keratella,0
1363,T3,1/3/22,burned,400,30,kellicottia,0
1364,T3,1/3/22,burned,400,30,asplanchna,0
1365,T3,1/3/22,burned,400,30,bosmina,0
1366,T3,1/3/22,burned,400,30,ceriodaphnia,0
1367,T3,1/3/22,burned,400,30,daphnia,0.402414487
1368,T3,1/3/22,burned,400,30,mosquito,0.402414487
1369,T3,1/3/22,burned,400,30,ephipium,0.804828974
1370,T4,2/1/22,burned,400,30,calanoid,0
1371,T4,2/1/22,burned,400,30,cyclopoid,0
1372,T4,2/1/22,burned,400,30,chironomid,0.547945205
1373,T4,2/1/22,burned,400,30,nauplii,0.273972603
1374,T4,2/1/22,burned,400,30,ephipium,0
1375,T4,2/1/22,burned,400,30,mayfly,0.273972603
1376,T4,2/1/22,burned,400,30,bosmina,0
1377,T4,2/1/22,burned,400,30,ceriodaphnia,0
1378,T4,2/1/22,burned,400,30,daphnia,0
1379,T4,2/1/22,burned,400,30,mosquito,1.369863014
