,n16S.mean,n16S.sd,nge.mean,nge.sd,ncds.mean,ncds.sd,genome_size.mean,genome_size.sd,GC.mean,GC.sd,phi.mean,phi.sd,confidence.mean,confidence.sd,gRodon.d.mean,gRodon.d.sd
220410_Pyro_plank_104_16S.16S.exp.,2.4012652039663265,0.847552269654294,3.1740943760649043,2.539798012227289,3719.9108160002625,1508.2613870742375,4273091.514394693,1823647.5153281144,49.65222284535004,17.238267233334795,0.41564759887382297,0.129304657403919,0.4503417960789253,0.16059461973811806,5.402176989358353,2.0299792765943074
220410_Pyro_water_49_16S.16S.exp.,2.365953447415866,0.7980647318610716,1.3822513139176262,0.994478616024894,3176.7638759129554,995.7847276826121,3677439.181516065,1333145.3871349003,47.185275905507325,10.961431412672765,0.3149326368759439,0.10408455886699225,0.528600528901469,0.2458339540972105,2.8641053817956554,1.7864518988695937
220410_Pyro_plank_125_16S.16S.exp.,2.6100755741608914,1.1387684400185771,1.837637481982533,1.2996741711044464,3788.52606019074,1056.41479207217,4311805.167703117,1353629.9791929189,57.94314450217487,14.31403533983284,0.3890684915891386,0.1050749380218224,0.42384219050489796,0.14263161597766438,4.8861998771082105,2.580882093545653
220410_Pyro_mock_184_16S.16S.exp.,5.7272282830305326,1.8016052071564486,1.8348301279254895,1.6392142281081377,2948.792329948839,1192.354226335093,3142222.8754612724,1350235.8768677958,40.122127368117866,10.576908502177348,0.5060355954916242,0.033894766066705065,0.5025950166055589,0.035349940558257735,1.4699032500138551,0.7941243502249036
220410_Pyro_leaf_173_16S.16S.exp.,2.069176219707825,1.1177015297153372,1.3145714087012454,0.8093880096239369,3837.4486950715423,1279.9764921089225,4578994.17832708,1791714.6784541798,57.95022195194521,10.484533706962944,0.35211918129071845,0.12838464058250781,0.4728743276888456,0.20115287219764078,5.241222002174319,4.259744447655067
220410_Pyro_water_18_16S.16S.exp.,1.986861972780056,1.1635684242797837,1.9143333702069756,1.8166962494452512,3503.483421582278,1130.978618971594,3930391.474506616,1297315.7081623818,53.36961961988862,13.989724138564787,0.4261349261858984,0.1278612653954101,0.5065521664696725,0.17979005775647341,4.747408090658486,2.9761043316667415
220410_Pyro_plank_118_16S.16S.exp.,2.8939729918655535,0.9504195885999982,1.5441613408722747,1.843302295708126,3178.507571595756,824.6379460297075,3503844.0601451644,1022078.0869305037,54.38453456913645,12.036319170603537,0.377257518515607,0.08448240726990792,0.38875918744585763,0.09987016037369302,3.8423610081504034,1.5458511792834986
220410_Pyro_leaf_165_16S.16S.exp.,2.272306087864184,1.2714583556878194,1.3251699071104488,0.7323636018231428,3594.530042647476,1106.6464088858675,4193511.7620619875,1410559.5413846695,57.75397717156438,10.886940654268262,0.35648668900104663,0.11492350419423976,0.4949683620379863,0.18102734627409747,5.113249197843039,3.5268229373660214
220410_Pyro_leaf_157_16S.16S.exp.,2.096276956741368,1.1323478690936286,1.3510855188164572,0.8178287884177486,3665.746428284468,1179.1758667822785,4281728.080648692,1480851.0042070418,56.80935934897864,10.907558277317948,0.35125032413145557,0.12399407409678811,0.48164553151821216,0.20309707027200855,5.378503778436518,4.197540333579197
220410_Pyro_leaf_127_16S.16S.exp.,2.1023755188789908,1.1392055875729807,1.3123757974479826,0.7833460312958302,3584.9362809847785,1101.172972581336,4194249.7552162437,1389632.7637530772,56.27657475019643,11.66091345891359,0.3431088734175052,0.11725895758036539,0.498104452860902,0.20577654306420476,5.134910913449685,3.5849773665075766
220410_Pyro_leaf_159_16S.16S.exp.,1.8164772875075728,1.1373781615979839,1.4834958333793609,0.9931262266633653,3871.1882566885665,1134.830768470793,4567001.6425970495,1572819.309071467,57.35058326506847,11.029343183117941,0.3438573382184092,0.13241401756164697,0.512744135905223,0.22020546012227557,5.014924590067661,3.1028384077192666
220410_Pyro_water_69_16S.16S.exp.,1.9550976970642655,0.9722449904070855,1.23481162747165,1.0472970398689119,2809.7078538339215,1167.0475596720153,3177514.0913115866,1576208.6371560036,45.539182008432135,7.667761367709318,0.36009881686323836,0.12371005213901583,0.4845899855160519,0.19645585649492653,4.766982459185773,3.5145238155690546
220410_Pyro_water_72_16S.16S.exp.,1.7749165234236608,1.007927016614721,1.2423401707205162,1.049343265986703,3008.5815097544373,1304.0639234427586,3360064.437239114,1795597.1825928893,48.033936273232605,7.900264964297552,0.3441933290897181,0.10988331425305893,0.4537374862276923,0.18368938793400622,4.326073706746313,1.9882611687607252
220410_Pyro_mock_182_16S.16S.exp.,5.805413505539544,1.820365680911547,2.0398259595915533,1.7766131632261863,2892.5380473242612,1192.513279504457,3096218.487484033,1381152.3264499856,40.27988049528029,10.969751382911992,0.5051091092835737,0.034006670912818476,0.5058399085087653,0.03374060088353963,1.485584925162564,0.814769097795927
220410_Pyro_leaf_138_16S.16S.exp.,2.281098148340371,1.1939050165315956,1.390234148463679,1.2874864031711002,3673.8557755551715,1386.838182838548,4251680.016520508,1658317.9755957148,53.06071171953057,14.684250896259753,0.3979676991600955,0.13077723934487243,0.46641563708610945,0.17447419931428232,4.769302462559727,3.078790474920815
220410_Pyro_plank_112_16S.16S.exp.,1.7574827818357783,0.9980285906156803,1.7723514642446154,1.3306607664386418,2490.3797731321874,2343.779178140231,3058140.5790622924,3039919.3258447917,36.319621067461014,20.667622602834196,0.571668636698794,0.2518750371030229,0.3805335226017759,0.24277194230554744,5.321047422857194,2.5506187297516334
220410_Pyro_plank_91_16S.16S.exp.,2.967355425150512,1.7570167405411166,1.4668026280979152,0.8873765821484865,3157.836448156371,1088.7650641166053,3556267.706059559,1245064.7967063955,55.89420417731575,10.063218502178067,0.44323085878158347,0.08557176811870203,0.4646702479518074,0.09856076862247723,4.8562104446766545,2.1373453804176865
220410_Pyro_leaf_148_16S.16S.exp.,2.7501403301941174,1.8166963988183946,1.3404793849541143,0.8332718681086235,3732.192515347818,1165.6907898966701,4409584.268353024,1524117.6233205553,53.825358326063565,12.967259302651716,0.34816273861708874,0.12075083622750252,0.4509541367287535,0.19321671904826743,5.397994851337734,4.051850401544649
220410_Pyro_plank_96_16S.16S.exp.,2.9728572855424256,0.3480816398684861,1.4255250607791814,0.9902335247380706,3280.648456456241,460.9834172875113,3791531.7984177414,723002.1428259591,53.07209519822238,9.040199985316157,0.32354087763726497,0.08011695591619374,0.33185278652599387,0.09833019006136397,2.8308727529014455,1.3805296292036229
220410_Pyro_leaf_150_16S.16S.exp.,2.319768062719178,1.366313393251128,1.2847909318813473,0.9691073913095254,3515.630315996965,1325.5573907580228,4107654.3058969034,1656949.9859015357,53.68083287016244,13.384338063845838,0.385006743644916,0.13728820324701257,0.48365369320203905,0.18212181384008042,5.174246476917819,3.5024285231874748
220410_Pyro_plank_117_16S.16S.exp.,4.096716722784465,3.163109577634362,2.383033820643812,2.154104429083384,3469.1694318568443,1445.4513047476953,4048637.946471313,1777183.7305681885,47.690302392118845,15.108345140755242,0.4030807831620007,0.15353921394051376,0.4252252688370981,0.16981985807847702,3.6862826828771307,2.788822076509443
220410_Pyro_plank_94_16S.16S.exp.,5.569425906417749,2.2891725334388937,2.498235949587262,1.5664003747812754,3963.196676944011,998.0942904591416,4689644.35117709,1231581.4844888572,48.73399866151348,8.73188994241586,0.4139510286802709,0.07719839935253296,0.5463043864310401,0.11700060798292239,3.2227527209946256,2.961494918686299
220410_Pyro_water_03_16S.16S.exp.,2.6126713110992865,1.792328412665338,1.252449214209092,0.7477020934780321,3365.0686953815384,844.8876677646844,3759538.4762453744,973350.1698218136,54.06897431865032,13.160231065173875,0.4106746968617951,0.12244811800578753,0.5436643375917325,0.18906172467220195,3.089724198837787,1.9961266913150382
220410_Pyro_water_30_16S.16S.exp.,2.5687048952870475,1.1894379547491243,2.1429774342645618,1.9901786000980677,3012.2402412715805,1693.9247825356028,3421405.9401442693,1922434.318289342,45.170914169534306,17.425010537443953,0.4197404935456889,0.19857302893567066,0.5829659807807834,0.2840346239378806,2.7059368233167995,1.9680327463202774
220410_Pyro_water_26_16S.16S.exp.,2.8544196108739848,1.5783877681303191,1.3582551025789071,0.8997525199514347,3071.502110070308,950.4148139202036,3440616.974703915,1121720.471196888,46.41699810912666,13.97600809594277,0.4013280243260469,0.119511077639561,0.4379462623247028,0.16208316589112187,3.6168953704666587,2.7310123985371413
220410_Pyro_water_77_16S.16S.exp.,2.154987675549719,0.9575496345087334,1.4015683763057105,1.1997955964547595,2713.197798620469,1115.595701641146,3115046.86925683,1476499.9326777668,42.443578106412595,10.12207644153964,0.36755314801919914,0.1457471606730696,0.4513918065478243,0.19023213930176835,2.4412033058226146,2.1806032843438468
220410_Pyro_leaf_146_16S.16S.exp.,2.3967793650857536,1.511846458372009,1.2821109790828218,1.0531767994297638,3792.0407961325495,1224.5097134365285,4354257.319062348,1459926.686577147,55.17764192877338,12.131204643673255,0.3676378368948354,0.115754117046512,0.45700817587946385,0.17656134437060195,6.06241640970205,4.4431510471490245
220410_Pyro_water_35_16S.16S.exp.,1.7882230972004456,0.8232237139240217,1.5865981361732757,0.9694421362647965,2694.9090088651433,917.1466902550769,2967805.304641169,1134795.5584406857,53.07086643424435,11.04599697891587,0.4293173628463358,0.10646173422022925,0.4637784632004414,0.09955976515685477,4.274537962927115,2.346835423675257
220410_Pyro_water_39_16S.16S.exp.,2.7875651992745825,1.1445530419575947,1.9090499494772146,1.2556831092076592,3837.213391289012,1369.0121512612693,4426969.495639772,1694456.7384015403,53.540313089179435,13.089073265813607,0.36013134404831265,0.11498264470095719,0.47534833813970906,0.17755826320348278,3.661503545446676,2.4843726831165833
220410_Pyro_leaf_153_16S.16S.exp.,1.8775848883102026,1.090546952009581,1.417777310478702,1.1060006585059605,3662.07001459872,1197.124366146867,4308742.936076748,1539628.3163349757,57.20212476230331,12.315648869082544,0.35981138897841514,0.13305208043799024,0.5033526301629317,0.1977862571640468,5.14092946460957,3.29952467250942
NET4.13_16S.16S.exp.,2.1130183035832317,1.1846679490217806,1.3880934746029052,1.1351201023329645,3146.043629483505,1402.5612374332181,3586974.094525333,1913401.5472484927,46.44470995365327,8.071577973620009,0.3595563852933291,0.11401791865914594,0.5011071473713101,0.1750929361705431,3.8733313104845424,1.937867473779037
220410_Pyro_plank_95_16S.16S.exp.,2.938912633238872,0.7058657250901216,3.316137054717357,1.2913514408425766,5379.008102727751,1341.8809221938793,5991781.677671727,1477738.2574783608,48.87622259174227,6.832070438299085,0.37940013764351893,0.06748089145378512,0.3963807432818922,0.10194587835022155,6.525712103217613,2.1242196505879978
220410_Pyro_water_57_16S.16S.exp.,2.480656109663732,0.7705978528714346,1.1352683935915393,0.5297594975334169,3414.5684027057255,1124.47223896952,3951411.4203739553,1489875.3680729019,48.16546203325259,9.524430623749588,0.3223500627357002,0.11680187996640262,0.5132840765738511,0.2244699762031669,3.158024682737714,3.154112847895078
220410_Pyro_plank_116_16S.16S.exp.,2.894060729818369,0.5741255972812643,1.8106606461491588,2.5404565188872636,3222.4377458611743,621.1593563750617,3541362.0662505846,808237.3931421456,55.20822554732502,10.781717530630187,0.38084076569274644,0.06966287451805561,0.39570895372731674,0.09198687256661643,3.8429020011232757,1.0979797681338117
220410_Pyro_water_86_16S.16S.exp.,2.0769590435672973,1.1357417819564637,1.1164766815481526,0.5013611761332859,3011.395026468384,1325.2656513156578,3458716.735671548,1882416.942077269,45.43366863057428,5.3376039328065215,0.32615668981500934,0.11384535236499267,0.5451112240086307,0.19958963218127548,3.5827816667488666,1.611619028621888
220410_Pyro_water_66_16S.16S.exp.,2.1166627665147697,1.8573479198285057,1.2056142236745087,0.9807707217122037,2965.0246081954233,1193.901666023457,3290524.1718630027,1518276.1457608475,47.95911096873953,11.055985290625388,0.3590709523419876,0.14630384232618676,0.43200216297871236,0.19946031773283138,4.361131098194727,2.2310967442826017
220410_Pyro_leaf_132_16S.16S.exp.,1.7305115855528361,1.021577296970334,1.4656044637427714,1.267940397537956,3532.0496787912334,1736.0520832640323,4268252.764724636,2243057.2366446606,50.36684413868048,15.805315740357685,0.3834337830718624,0.1860247489294798,0.4944387365161446,0.2185981443443432,5.767508874168318,3.516161654803712
220410_Pyro_water_43_16S.16S.exp.,1.9461557301789734,1.4183761859339048,1.53383919416856,1.214166988514028,3499.348692657863,1309.1562875456752,3942373.3378900876,1705925.620505363,49.32903206981389,10.67438478858396,0.35305102490461493,0.118850281610813,0.3797471926359895,0.14790452732661633,4.113809499390946,2.224708482848015
220410_Pyro_water_10_16S.16S.exp.,2.571702038773983,1.212901400597244,1.2652059669967557,0.7528673268068619,3451.4864066309747,879.8692089808708,3959543.388311664,1108847.9986599688,50.431341763093975,11.780883333447461,0.33543590444435073,0.11873625321044295,0.4831367395194804,0.2209136470128704,3.255280370738946,2.023505102623369
220410_Pyro_leaf_174_16S.16S.exp.,1.7792078008784944,1.045163816652605,1.5342518836237804,1.2176222742329377,3732.8170670512945,1510.314083618839,4366130.046636058,1962979.6681358756,54.05703282685578,13.922711225594236,0.39541321136744056,0.16872685582256122,0.5025064467324465,0.20319108816936288,5.233096245330294,2.8236800868090794
220410_Pyro_water_36_16S.16S.exp.,2.3550383051684203,0.7002108845357523,1.1719952789150372,0.5684783026197605,2707.261721986473,845.726417545255,3042329.104370986,1070731.0740076667,45.05729352376718,9.732684233088962,0.3681816725845704,0.1217388366918043,0.46744060216601396,0.19590395602296196,2.8019285818767394,1.7137870803161477
220410_Pyro_plank_114_16S.16S.exp.,2.730594766308442,0.7541014388002899,3.0893403130435297,3.758881830684043,3102.352632712159,1027.542059009391,3505934.3177780304,1257133.8745236243,46.86334742156052,14.970754311716393,0.4048030681670128,0.1193385352795933,0.4023349049656513,0.11940806214565822,3.9655882640992637,1.3909951562103
220410_Pyro_leaf_154_16S.16S.exp.,1.9256300284890822,1.248529978824999,1.4535809441472969,1.1276417637721643,3351.215027517453,1586.2858148517782,3925726.7706438284,1969377.6423359348,51.81796168825836,15.600566473264568,0.40326693611550474,0.1617084871102335,0.4902557700463806,0.19768439371927177,6.031453187978989,4.197093525834722
220410_Pyro_leaf_167_16S.16S.exp.,1.722816309446225,0.9712280748672862,1.3138753015697848,0.8402422498130838,4054.3817306590936,1293.1844350196038,4905416.867055282,1835820.298349079,53.904464102186935,11.409138932480989,0.3037347322400008,0.145356376400813,0.49372465529086634,0.26692315019420226,5.506108065639215,3.52591269315219
220410_Pyro_plank_113_16S.16S.exp.,2.9512705092111418,0.6776541981131398,1.1381541618071176,0.8800197023067359,3258.4658137508077,684.7955577889071,3611173.461379276,988147.0853664457,55.392583785260065,9.884608553600733,0.3467413865822706,0.06314284290263965,0.3687510835802334,0.09981509671811926,3.352096111920614,1.3342555173060435
220410_Pyro_water_65_16S.16S.exp.,2.0281052122419267,1.1567005023696821,1.1910016481154626,0.7337596494755554,3047.504607024494,1152.5432572066518,3412218.105308007,1563810.5575695634,49.15840460121342,9.06369963155228,0.37740813096223025,0.10627030938751963,0.502857606953857,0.16306450356479377,3.6678319313023704,2.142155307249075
220410_Pyro_plank_100_16S.16S.exp.,3.005634379759985,0.35599921831218867,1.592209376898151,0.7280787590340323,3223.6201673436403,469.4370080274697,3938259.572856385,783996.3610274948,49.888651766148435,8.441094379778537,0.300205657457348,0.06970247476453448,0.3045614766012267,0.08253745889575546,2.1785002823955706,1.5139037893154073
